symbol,earnings_date,entry_date,exit_date,entry_price,exit_price,price_move_pct,hold_days,pnl,pnl_pct,contracts,period,year
NVDA,2020-02-13,2020-02-10,2020-02-14,262.97,289.79,10.198882001749245,4,43327.90357160657,85.51351005065958,38,pre_split,2020
NVDA,2020-05-21,2020-05-18,2020-05-22,350.01,361.05,3.1541955944115943,4,-8070.566318157595,-16.403958759010226,28,pre_split,2020
NVDA,2020-08-19,2020-08-14,2020-08-20,462.56,485.64,4.989622967831197,6,-5415.673522530495,-11.04889516052357,21,pre_split,2020
NVDA,2020-11-18,2020-11-13,2020-11-19,531.88,537.61,1.0773106715800589,6,-26989.26761311149,-56.12622922939741,18,pre_split,2020
NVDA,2021-02-24,2021-02-19,2021-02-25,597.06,532.3,10.846481090677655,6,51231.37208758349,106.77862146541285,16,pre_split,2021
NVDA,2021-05-26,2021-05-21,2021-05-27,599.67,619.52,3.310153917988231,6,-15349.095490969798,-31.86109622954002,16,pre_split,2021
NVDA,2021-08-18,2021-08-13,2021-08-19,201.88,197.98,1.931840697444029,6,-30325.648467833456,-60.55448987893504,49,pre_split,2021
NVDA,2021-11-17,2021-11-12,2021-11-18,303.9,316.75,4.2283645936163285,6,-10579.064074679649,-21.60898574316579,32,pre_split,2021
NVDA,2022-02-16,2022-02-11,2022-02-17,239.49,245.07,2.3299511461856377,6,-23954.859344299064,-48.53413388365446,41,pre_split,2022
NVDA,2022-05-25,2022-05-20,2022-05-26,166.94,178.51,6.930633760632558,6,28871.59100033254,57.58249327861772,59,pre_split,2022
NVDA,2022-08-24,2022-08-19,2022-08-25,178.49,179.13,0.35856350495825334,6,-31698.941737805195,-62.4333772770984,56,pre_split,2022
NVDA,2022-11-16,2022-11-11,2022-11-17,163.27,156.77,3.981135542353157,6,-1057.2599486169347,-2.0778559559194503,61,pre_split,2022
NVDA,2023-02-22,2023-02-17,2023-02-23,213.88,236.64,10.641481204413687,6,49000.64920209025,98.69904818413451,46,pre_split,2023
NVDA,2023-05-24,2023-05-19,2023-05-25,312.64,379.8,21.481576253838288,6,149849.3782529949,305.05711211260405,31,pre_split,2023
NVDA,2023-08-23,2023-08-18,2023-08-24,432.99,471.63,8.923993625718836,6,33311.874263470585,66.35519978942163,23,pre_split,2023
NVDA,2023-11-21,2023-11-17,2023-11-22,492.98,487.16,1.180575276887499,5,-20994.84328017841,-42.27415071961077,20,pre_split,2023
NVDA,2024-02-21,2024-02-16,2024-02-22,726.13,785.38,8.159695922217784,6,30433.88472938435,64.23516650470623,13,pre_split,2024
NVDA,2024-05-22,2024-05-17,2024-05-23,924.79,1037.99,12.240616788676354,6,65531.946581440054,141.15182101288656,10,pre_split,2024
NVDA,2024-08-28,2024-08-23,2024-08-29,129.37,117.59,9.105665919455824,6,44234.136118214294,88.038889587429,77,post_split,2024
NVDA,2024-11-20,2024-11-15,2024-11-21,141.98,146.67,3.303282152415832,6,-4208.243278618458,-8.260802097873977,70,post_split,2024
NVDA,2025-02-26,2025-02-21,2025-02-27,134.43,120.15,10.622628877482706,6,58540.2415997878,116.78122694148234,74,post_split,2025
NVDA,2025-05-28,2025-05-23,2025-05-29,131.29,139.19,6.017213801508117,6,18687.681514462412,36.94989440979024,76,post_split,2025
NVDA,2025-08-27,2025-08-22,2025-08-28,177.99,180.17,1.224787909433102,6,-32259.9112527958,-63.21809699283948,56,post_split,2025
NVDA,2025-11-19,2025-11-14,2025-11-20,190.17,180.64,5.011305673870748,6,-1312.2611792942625,-2.643545360963809,52,post_split,2025
AAPL,2020-01-28,2020-01-24,2020-01-29,318.31,324.34,1.8943796927523397,5,-11333.55470603047,-36.420302711777595,31,pre_split,2020
AAPL,2020-04-30,2020-04-27,2020-05-01,283.17,289.07,2.0835540488045967,4,-8058.415563465547,-25.66814727960573,35,pre_split,2020
AAPL,2020-07-30,2020-07-27,2020-07-31,379.24,425.04,12.076785149245863,4,85400.44498124956,276.83335797377964,26,pre_split,2020
AAPL,2020-10-29,2020-10-26,2020-10-30,115.05,108.86,5.3802694480660564,4,21281.94901011575,68.80967856516169,86,pre_split,2020
AAPL,2021-01-27,2021-01-22,2021-01-28,139.07,137.09,1.4237434385561156,6,-9993.029243902361,-31.911860217962605,71,pre_split,2021
AAPL,2021-04-28,2021-04-23,2021-04-29,134.32,133.48,0.6253722453841598,6,-16632.439282433454,-53.09099744301851,74,pre_split,2021
AAPL,2021-07-27,2021-07-23,2021-07-28,148.56,144.98,2.409800753904155,5,1872.7343094014395,5.839910605777724,67,pre_split,2021
AAPL,2021-10-28,2021-10-25,2021-10-29,148.64,149.8,0.7804090419806412,4,-11843.626245846815,-37.03341524941728,67,pre_split,2021
AAPL,2022-01-27,2022-01-24,2022-01-28,161.62,170.33,5.3891845068679665,4,30957.086218723474,97.22626127114341,61,pre_split,2022
AAPL,2022-04-28,2022-04-25,2022-04-29,162.88,157.65,3.21095284872298,4,12014.145861238649,36.66066143392734,61,pre_split,2022
AAPL,2022-07-28,2022-07-25,2022-07-29,152.95,162.51,6.250408630271333,4,16355.678215516193,49.72105942106742,65,pre_split,2022
AAPL,2022-10-27,2022-10-24,2022-10-28,149.45,155.74,4.20876547340249,4,8361.968309862943,27.005064643132076,66,pre_split,2022
AAPL,2023-02-02,2023-01-30,2023-02-03,143.0,154.5,8.041958041958042,4,32499.193976608403,99.06045465470247,69,pre_split,2023
AAPL,2023-05-04,2023-05-01,2023-05-05,169.59,173.57,2.346836488000466,4,-4300.428428941697,-13.963050232765195,58,pre_split,2023
AAPL,2023-08-03,2023-07-31,2023-08-04,196.45,181.99,7.360651565283777,4,32868.56479366959,105.16942009768837,50,pre_split,2023
AAPL,2023-11-02,2023-10-30,2023-11-03,170.29,176.65,3.734805332080576,4,8996.277538139548,29.117100160747615,58,pre_split,2023
AAPL,2024-02-01,2024-01-29,2024-02-02,191.73,185.85,3.06681270536692,4,-5636.166969824131,-17.612579837821325,52,post_split,2024
AAPL,2024-05-02,2024-04-29,2024-05-03,173.5,183.38,5.69452449567723,4,16572.46438470787,52.33600954519048,57,post_split,2024
AAPL,2024-08-01,2024-07-29,2024-08-02,218.24,219.86,0.7423020527859258,4,-11511.993902943748,-36.726000197199035,45,post_split,2024
AAPL,2024-10-31,2024-10-28,2024-11-01,233.4,222.91,4.494430162810629,4,19176.175176634155,61.647575249524955,42,post_split,2024
AAPL,2025-01-30,2025-01-27,2025-01-31,229.86,236.0,2.671191159836416,4,-1054.5022682768977,-3.4137699972391204,43,post_split,2025
AAPL,2025-04-30,2025-04-25,2025-05-01,209.28,213.32,1.930428134556571,6,-13241.746104274982,-42.91322090009325,47,post_split,2025
AAPL,2025-07-31,2025-07-28,2025-08-01,214.05,202.38,5.451997196916616,4,26315.82570109454,84.97636988972323,46,post_split,2025
AAPL,2025-10-30,2025-10-27,2025-10-31,268.81,270.37,0.580335552992821,4,-11200.000647111287,-35.80674823094466,37,post_split,2025
MSFT,2020-01-29,2020-01-24,2020-01-30,165.04,172.78,4.68977217644208,6,18674.58339665529,67.57401992370589,60,pre_split,2020
MSFT,2020-04-29,2020-04-24,2020-04-30,174.55,179.129,2.6233171011171463,6,-4051.9451719681565,-14.558943954062348,57,pre_split,2020
MSFT,2020-07-22,2020-07-17,2020-07-23,202.88,202.54,0.1675867507886452,6,-14602.726127529144,-50.44353265865025,49,pre_split,2020
MSFT,2020-10-27,2020-10-23,2020-10-28,216.23,202.47,6.363594320862041,5,28693.093642693275,101.92642664787748,46,pre_split,2020
MSFT,2021-01-26,2021-01-22,2021-01-27,225.95,232.9,3.0759017481743824,5,7090.42863985015,25.357716140076615,44,pre_split,2021
MSFT,2021-04-27,2021-04-23,2021-04-28,261.15,254.56,2.5234539536664657,5,-5374.740543784697,-19.2435386580067,38,pre_split,2021
MSFT,2021-07-27,2021-07-23,2021-07-28,289.67,286.22,1.1910104601788203,5,-9834.493937622221,-35.77481191082618,34,pre_split,2021
MSFT,2021-10-26,2021-10-22,2021-10-27,309.16,323.17,4.5316341053176314,5,14407.03694418136,52.05391293084519,32,pre_split,2021
MSFT,2022-01-25,2022-01-21,2022-01-26,296.03,296.71,0.22970644867074513,5,-12400.730700945507,-45.24564291695462,33,pre_split,2022
MSFT,2022-04-26,2022-04-22,2022-04-27,274.03,283.22,3.3536474108674432,5,2697.3477132007793,9.753485137549077,36,pre_split,2022
MSFT,2022-07-26,2022-07-22,2022-07-27,260.36,268.74,3.2186203717929005,5,5981.373437570182,21.645855233021965,38,pre_split,2022
MSFT,2022-10-25,2022-10-21,2022-10-26,242.12,231.32,4.4605980505534495,5,6713.428577771949,23.460950569240122,41,pre_split,2022
MSFT,2023-01-24,2023-01-20,2023-01-25,240.22,240.61,0.16235117808675995,5,-12942.571044720682,-47.07301474655113,41,pre_split,2023
MSFT,2023-04-25,2023-04-21,2023-04-26,285.76,295.37,3.36296192609183,5,8267.26882318958,30.395812576569913,34,pre_split,2023
MSFT,2023-07-25,2023-07-21,2023-07-26,343.77,337.77,1.7453529976437736,5,-5082.002164202033,-18.183106988532092,29,pre_split,2023
MSFT,2023-10-24,2023-10-20,2023-10-25,326.67,340.67,4.285670554382097,5,19146.83274550135,69.22148668526306,30,pre_split,2023
MSFT,2024-01-30,2024-01-26,2024-01-31,403.93,397.58,1.5720545639095937,5,-6690.2018678248205,-24.672797462467667,24,post_split,2024
MSFT,2024-04-25,2024-04-22,2024-04-26,400.96,406.32,1.336791699920195,4,-5458.855159216415,-20.277280727692734,24,post_split,2024
MSFT,2024-07-30,2024-07-26,2024-07-31,425.27,418.35,1.6272015425494297,5,-8394.843414417002,-30.754954035576805,23,post_split,2024
MSFT,2024-10-30,2024-10-25,2024-10-31,428.15,406.35,5.091673478920929,6,26069.003081021903,94.21282670669858,23,post_split,2024
MSFT,2025-01-29,2025-01-24,2025-01-30,444.06,414.99,6.546412646939601,6,37952.977250113036,139.0304198994867,22,post_split,2025
MSFT,2025-04-29,2025-04-25,2025-04-30,391.85,395.26,0.8702309557228449,5,-9544.125275628365,-34.57619348291337,25,post_split,2025
MSFT,2025-07-29,2025-07-25,2025-07-30,513.71,513.24,0.09149130832571437,5,-12805.10360153565,-46.918461475384554,19,post_split,2025
MSFT,2025-10-28,2025-10-24,2025-10-29,523.61,541.55,3.426214167032704,5,4214.325141921763,15.145199395078857,19,post_split,2025
GOOGL,2020-02-03,2020-01-31,2020-02-04,1432.78,1445.41,0.8815030918912959,4,-9525.408505743151,-33.07766613577216,6,pre_split,2020
GOOGL,2020-04-28,2020-04-24,2020-04-29,1276.6,1342.18,5.137082876390425,5,16963.389397851694,56.69061716888252,7,pre_split,2020
GOOGL,2020-07-30,2020-07-27,2020-07-31,1529.43,1487.95,2.712121509320467,4,-2075.015624363936,-6.7551670656199745,6,pre_split,2020
GOOGL,2020-10-29,2020-10-26,2020-10-30,1584.29,1616.26,2.0179386349721344,4,-5925.884534533216,-18.623178060002708,6,pre_split,2020
GOOGL,2021-02-02,2021-01-29,2021-02-03,1827.36,2058.88,12.669643638910792,5,85372.77921055545,279.043162502293,5,pre_split,2021
GOOGL,2021-04-27,2021-04-23,2021-04-28,2299.93,2359.04,2.570078219771912,5,-4676.324335509009,-15.18646543152092,4,pre_split,2021
GOOGL,2021-07-27,2021-07-23,2021-07-28,2660.3,2721.88,2.314776528962896,5,-5452.359311563901,-20.410927632469594,3,pre_split,2021
GOOGL,2021-10-26,2021-10-22,2021-10-27,2751.33,2924.35,6.288594970432482,5,24362.822233945597,88.18104965015338,3,pre_split,2021
GOOGL,2022-02-01,2022-01-28,2022-02-02,2667.02,2960.0,10.985294448485575,5,61004.07695774753,227.76474299425277,3,pre_split,2022
GOOGL,2022-04-26,2022-04-22,2022-04-27,2392.71,2285.89,4.464393929895397,5,11227.655609197878,35.037152076551656,4,pre_split,2022
GOOGL,2022-07-26,2022-07-22,2022-07-27,107.9,113.06,4.782205746061164,5,-6459.039381082239,-17.53515796098158,92,pre_split,2022
GOOGL,2022-10-25,2022-10-21,2022-10-26,101.13,94.93,6.1307228319984075,5,14730.197226901153,42.86177782166912,98,pre_split,2022
GOOGL,2023-02-02,2023-01-30,2023-02-03,96.94,104.78,8.087476789766871,4,62796.78112327546,168.67087851802884,103,pre_split,2023
GOOGL,2023-04-25,2023-04-21,2023-04-26,105.41,103.71,1.6127502134522367,5,-13624.602278565366,-40.88922301376823,94,pre_split,2023
GOOGL,2023-07-25,2023-07-21,2023-07-26,120.02,129.27,7.7070488251958125,5,43017.985345455694,128.95781919618176,83,pre_split,2023
GOOGL,2023-10-24,2023-10-20,2023-10-25,135.6,125.61,7.367256637168137,5,34314.62674328602,102.96751787022782,73,pre_split,2023
GOOGL,2024-01-30,2024-01-26,2024-01-31,152.185,140.1,7.940992870519439,5,28433.24113146947,81.09491992689391,65,post_split,2024
GOOGL,2024-04-25,2024-04-22,2024-04-26,156.28,171.95,10.026874840030706,4,72432.67145768201,215.63200414727666,63,post_split,2024
GOOGL,2024-07-23,2024-07-19,2024-07-24,177.66,172.63,2.83125070359113,5,6158.425361684815,17.602478026453905,56,post_split,2024
GOOGL,2024-10-29,2024-10-25,2024-10-30,165.27,174.46,5.560597809644822,5,23255.49811506358,69.99554716192132,60,post_split,2024
GOOGL,2025-02-04,2025-01-31,2025-02-05,204.02,191.33,6.219978433486912,5,32395.538585570874,96.12439550313873,49,post_split,2025
GOOGL,2025-04-29,2025-04-25,2025-04-30,161.96,158.8,1.9510990367992074,5,-16497.552354074996,-47.88121938089069,61,post_split,2025
GOOGL,2025-07-29,2025-07-25,2025-07-30,193.18,196.53,1.734133968319699,5,-15208.94313587841,-44.93846076919045,51,post_split,2025
GOOGL,2025-10-28,2025-10-24,2025-10-29,259.92,274.57,5.636349646044928,5,22051.45830787765,66.68625696595538,38,post_split,2025
